"","process","gene_set_specific","immune_system","immune_sub_system","immune_tissue","go_term","genes","set_size_specific","set_size_nested"
"2523","T CELLS","Selection, T cell","Adaptive","Cellular","T cell","GO:0045058","CD1D",1,233
"2524","T CELLS","Proliferation, abT cell","Adaptive","Cellular","T cell","GO:0046633","CLEC4G",2,233
"2525","T CELLS","Proliferation, abT cell","Adaptive","Cellular","T cell","GO:0046633","PTPRC",2,233
"2526","T CELLS","Differentiation, CD4+ T cell","Adaptive","Cellular","T cell","GO:0043367","CD83",2,233
"2527","T CELLS","Differentiation, CD4+ T cell","Adaptive","Cellular","T cell","GO:0043367","BRAF",2,233
"2528","T CELLS","Proliferation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035739","PRKCQ",2,233
"2529","T CELLS","Proliferation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035739","CD28",2,233
"2530","T CELLS","Differentiation, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002361","FUT7",2,233
"2531","T CELLS","Differentiation, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002361","IL2RG",2,233
"2532","T CELLS","Activation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0036037","HLA-E",2,233
"2533","T CELLS","Activation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0036037","WDFY4",2,233
"2534","T CELLS","Lineage commitment, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043375","TOX",2,233
"2535","T CELLS","Lineage commitment, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043375","BCL2",2,233
"2536","T CELLS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685","CRKL",2,233
"2537","T CELLS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685","CRK",2,233
"2538","T CELLS","Selection+, T cell","Adaptive","Cellular","T cell","GO:0043368","THEMIS",2,233
"2539","T CELLS","Selection+, T cell","Adaptive","Cellular","T cell","GO:0043368","BRAF",2,233
"2540","T CELLS",NA,"Adaptive","Cellular","T cell","GO:0002291","APBB1IP",2,233
"2541","T CELLS",NA,"Adaptive","Cellular","T cell","GO:0002291","ITGAL",2,233
"2542","T CELLS","Extravasation, T cell","Adaptive","Cellular","T cell","GO:0072683","XG",2,233
"2543","T CELLS","Extravasation, T cell","Adaptive","Cellular","T cell","GO:0072683","CD99",2,233
"2544","T CELLS","T cell-mediated cytotoxicity against tumor cell","Adaptive","Cellular","T cell","GO:0002419","TRB",2,233
"2545","T CELLS","T cell-mediated cytotoxicity against tumor cell","Adaptive","Cellular","T cell","GO:0002419","TRA",2,233
"2546","T CELLS","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153","LIG4",2,233
"2547","T CELLS","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153","PRKDC",2,233
"2548","T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798","ABL1",3,233
"2549","T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798","STAT5B",3,233
"2550","T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798","IL2",3,233
"2551","T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924","FAS",3,233
"2552","T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924","RPS6",3,233
"2553","T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924","AKT1",3,233
"2554","T CELLS","Activation, abT cell","Adaptive","Cellular","T cell","GO:0046631","TRBC2",3,233
"2555","T CELLS","Activation, abT cell","Adaptive","Cellular","T cell","GO:0046631","CD247",3,233
"2556","T CELLS","Activation, abT cell","Adaptive","Cellular","T cell","GO:0046631","CD3G",3,233
"2557","T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366","ZAP70",3,233
"2558","T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366","SYK",3,233
"2559","T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366","RHOA",3,233
"2560","T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374","PSMB11",3,233
"2561","T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374","IRF1",3,233
"2562","T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374","TNFSF8",3,233
"2563","T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155","LIG4",3,233
"2564","T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155","PTPRC",3,233
"2565","T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155","RAG2",3,233
"2566","T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768","CCR7",3,233
"2567","T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768","CRTAM",3,233
"2568","T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768","MYH9",3,233
"2569","T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309","LILRB1",3,233
"2570","T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309","SLC11A1",3,233
"2571","T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309","RPS6",3,233
"2572","T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061","ZAP70",3,233
"2573","T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061","ITPKB",3,233
"2574","T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061","GATA3",3,233
"2575","T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492","SYK",4,233
"2576","T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492","STAT5B",4,233
"2577","T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492","TCF7",4,233
"2578","T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492","PTPRC",4,233
"2579","T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360","IL7",4,233
"2580","T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360","BCL2",4,233
"2581","T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360","RAG2",4,233
"2582","T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360","PRKDC",4,233
"2583","T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092","BCL6",4,233
"2584","T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092","FCER1A",4,233
"2585","T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092","IL10",4,233
"2586","T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092","IL33",4,233
"2587","T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059","SRF",5,233
"2588","T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059","ZAP70",5,233
"2589","T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059","ITPKB",5,233
"2590","T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059","PTPRC",5,233
"2591","T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059","CD3G",5,233
"2592","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","RPL22",6,233
"2593","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","BRAF",6,233
"2594","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","GLI3",6,233
"2595","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","ADA",6,233
"2596","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","ABL1",6,233
"2597","T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632","ZAP70",6,233
"2598","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","CD6",6,233
"2599","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","DOCK8",6,233
"2600","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","MSN",6,233
"2601","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","CD81",6,233
"2602","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","PRF1",6,233
"2603","T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771","EPHB1",6,233
"2604","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","ZAP70",6,233
"2605","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","GLI3",6,233
"2606","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","CD28",6,233
"2607","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","CCR7",6,233
"2608","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","SPN",6,233
"2609","T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060","PTPRC",6,233
"2610","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","TRDC",7,233
"2611","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","ITK",7,233
"2612","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","CXADR",7,233
"2613","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","JAML",7,233
"2614","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","TRGC1",7,233
"2615","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","CD3G",7,233
"2616","T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629","CD247",7,233
"2617","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","CXCL12",7,233
"2618","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","CCL3",7,233
"2619","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","DEFA4",7,233
"2620","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","GPR183",7,233
"2621","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","SLC12A2",7,233
"2622","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","PIK3CG",7,233
"2623","T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818","DEFA1",7,233
"2624","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","IFNE",9,233
"2625","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","TRA",9,233
"2626","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","MDK",9,233
"2627","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","F2RL1",9,233
"2628","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","TRB",9,233
"2629","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","LCP1",9,233
"2630","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","PSEN1",9,233
"2631","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","IFNA8",9,233
"2632","T CELLS","Activation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002286","CD1C",9,233
"2633","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","CD46",9,233
"2634","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","CLEC4G",9,233
"2635","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","JAG1",9,233
"2636","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","MYO1G",9,233
"2637","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","CR2",9,233
"2638","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","BTN3A2",9,233
"2639","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","CD70",9,233
"2640","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","GNL1",9,233
"2641","T CELLS","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456","CR1",9,233
"2642","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","GPR15",9,233
"2643","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","MYO1G",9,233
"2644","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","CORO1A",9,233
"2645","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","FUT7",9,233
"2646","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","ZAP70",9,233
"2647","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","S1PR1",9,233
"2648","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","MSN",9,233
"2649","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","CCL20",9,233
"2650","T CELLS","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678","ITGB7",9,233
"2651","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","GZMM",10,233
"2652","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","CTSH",10,233
"2653","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","TAP2",10,233
"2654","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","PPP3CB",10,233
"2655","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","PRF1",10,233
"2656","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","EMP2",10,233
"2657","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","CTSC",10,233
"2658","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","HPRT1",10,233
"2659","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","IL7R",10,233
"2660","T CELLS","T cell-mediated cytotoxicity","Adaptive","Cellular","T cell","GO:0001913","B2M",10,233
"2661","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","PPP2CA",19,233
"2662","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","CHST3",19,233
"2663","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","BCL2",19,233
"2664","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","SPNS2",19,233
"2665","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","JAK3",19,233
"2666","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","STAT5B",19,233
"2667","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","ZC3H8",19,233
"2668","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","NCKAP1L",19,233
"2669","T CELLS","Homeostasis, T cell","Adaptive","Cellular","T cell","GO:0043029","PPP2R1A",19,233
